sensor
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
-0.7729999997536652
0.7730000002084125
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
0.7730000002084125
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
-0.7729999997536652
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
-0.7729999997536652
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
0.7730000002084125
2.2737367544323206e-10
2.2737367544323206e-10
-0.7729999997536652
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
0.7730000002084125
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
0.7730000002084125
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
0.7730000002084125
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
-0.7729999997536652
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
-0.7729999997536652
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
-0.7729999997536652
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
-0.7729999997536652
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
-0.7729999997536652
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
2.2737367544323206e-10
